Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,tenure_display,Postal District,Market Segment,Floor Level,postal_sector,price_psf,comparison_key
ONE OXLEY RISE,"1,980,000",936.47,"2,114",Sep-24,OXLEY RISE,Resale,Strata,87.0,"22,759",-,Apartment,1,Freehold,9,Core Central Region,01 to 05,9,2114,Private-Apartment-Freehold
NAUNG RESIDENCE,"1,430,000",979.52,"1,460",Sep-24,JALAN NAUNG,Resale,Strata,91.0,"15,714",-,Apartment,1,999 yrs lease commencing from 1883,19,Outside Central Region,01 to 05,19,1460,Private-Apartment-999 yrs lease commencing from 1883
GRAND DUNMAN,"2,785,000","1,097.93","2,537",Sep-24,DUNMAN ROAD,New Sale,Strata,102.0,"27,304",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,15,2537,Private-Apartment-99 yrs lease commencing from 2022
THE CLEMENT CANOPY,"1,198,000",635.08,"1,886",Sep-24,CLEMENTI AVENUE 1,Resale,Strata,59.0,"20,305",-,Apartment,1,99 yrs lease commencing from 2016,5,Outside Central Region,16 to 20,5,1886,Private-Apartment-99 yrs lease commencing from 2016
THE SIXTH AVENUE RESIDENCES,"2,450,000","1,302.44","1,881",Sep-24,SIXTH AVENUE,Resale,Strata,121.0,"20,248",-,Condominium,1,Freehold,10,Core Central Region,01 to 05,10,1881,Private-Condominium-Freehold
SKYSUITES17,"1,110,000",613.55,"1,809",Sep-24,JALAN RAJAH,Resale,Strata,57.0,"19,474",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15,12,1809,Private-Apartment-Freehold
POLLEN & BLEU,"3,025,000","1,593.07","1,899",Sep-24,FARRER DRIVE,Resale,Strata,148.0,"20,439",-,Condominium,1,99 yrs lease commencing from 2012,10,Core Central Region,01 to 05,10,1899,Private-Condominium-99 yrs lease commencing from 2012
VIEW AT KISMIS,"1,440,000",699.66,"2,058",Sep-24,LORONG KISMIS,Sub Sale,Strata,65.0,"22,154",-,Apartment,1,99 yrs lease commencing from 2019,21,Rest of Central Region,01 to 05,21,2058,Private-Apartment-99 yrs lease commencing from 2019
THE ARCADY AT BOON KENG,"1,703,790",667.37,"2,553",Sep-24,SAINT BARNABAS LANE,New Sale,Strata,62.0,"27,480",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05,12,2553,Private-Apartment-Freehold
VICENTA LODGE,"1,580,000","1,270.15","1,244",Sep-24,LORONG MARZUKI,Resale,Strata,118.0,"13,390",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05,14,1244,Private-Apartment-Freehold
TREVISTA,"1,870,000","1,011.82","1,848",Sep-24,LORONG 3 TOA PAYOH,Resale,Strata,94.0,"19,894",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,11 to 15,12,1848,Private-Condominium-99 yrs lease commencing from 2008
STIRLING RESIDENCES,"1,478,800",624.31,"2,369",Sep-24,STIRLING ROAD,Resale,Strata,58.0,"25,497",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,3,2369,Private-Apartment-99 yrs lease commencing from 2017
HIGH PARK RESIDENCES,"1,087,000",667.37,"1,629",Sep-24,FERNVALE ROAD,Resale,Strata,62.0,"17,532",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,16 to 20,28,1629,Private-Apartment-99 yrs lease commencing from 2014
VARSITY PARK CONDOMINIUM,"2,720,000","1,894.46","1,436",Sep-24,WEST COAST ROAD,Resale,Strata,176.0,"15,455",-,Condominium,1,99 yrs lease commencing from 2004,5,Outside Central Region,01 to 05,5,1436,Private-Condominium-99 yrs lease commencing from 2004
LENTOR HILLS RESIDENCES,"2,317,000","1,097.93","2,110",Sep-24,LENTOR HILLS ROAD,New Sale,Strata,102.0,"22,716",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10,26,2110,Private-Apartment-99 yrs lease commencing from 2022
VACANZA @ EAST,"2,198,000","1,603.84","1,370",Sep-24,LENGKONG TUJOH,Resale,Strata,149.0,"14,752",-,Condominium,1,Freehold,14,Outside Central Region,11 to 15,14,1370,Private-Condominium-Freehold
THE TENNERY,"1,090,000",861.12,"1,266",Sep-24,WOODLANDS ROAD,Resale,Strata,80.0,"13,625",-,Apartment,1,99 yrs lease commencing from 2010,23,Outside Central Region,06 to 10,23,1266,Private-Apartment-99 yrs lease commencing from 2010
KLIMT CAIRNHILL,"5,690,000","1,496.2","3,803",Sep-24,CAIRNHILL ROAD,New Sale,Strata,139.0,"40,935",-,Apartment,1,Freehold,9,Core Central Region,21 to 25,9,3803,Private-Apartment-Freehold
GRANGE 1866,"3,024,000","1,011.82","2,989",Sep-24,GRANGE ROAD,New Sale,Strata,94.0,"32,170",-,Apartment,1,Freehold,10,Core Central Region,16 to 20,10,2989,Private-Apartment-Freehold
SORA,"1,250,000",538.2,"2,323",Sep-24,YUAN CHING ROAD,New Sale,Strata,50.0,"25,000",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,16 to 20,22,2323,Private-Apartment-99 yrs lease commencing from 2023
STRATUM,"920,000",775.01,"1,187",Sep-24,ELIAS ROAD,Resale,Strata,72.0,"12,778",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05,18,1187,Private-Condominium-99 yrs lease commencing from 2012
THE MYST,"2,215,000","1,033.34","2,144",Sep-24,UPPER BUKIT TIMAH ROAD,New Sale,Strata,96.0,"23,073",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,21 to 25,23,2144,Private-Condominium-99 yrs lease commencing from 2023
THE GARDEN RESIDENCES,"1,812,888",904.18,"2,005",Sep-24,SERANGOON NORTH VIEW,Resale,Strata,84.0,"21,582",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15,19,2005,Private-Apartment-99 yrs lease commencing from 2017
THE ESTUARY,"1,240,000",925.7,"1,340",Sep-24,YISHUN AVENUE 1,Resale,Strata,86.0,"14,419",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,06 to 10,27,1340,Private-Condominium-99 yrs lease commencing from 2008
SEASIDE RESIDENCES,"988,000",419.8,"2,354",Sep-24,SIGLAP LINK,Resale,Strata,39.0,"25,333",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,21 to 25,15,2354,Private-Apartment-99 yrs lease commencing from 2016
THE FORESTA @ MOUNT FABER,"870,000",430.56,"2,021",Sep-24,WISHART ROAD,Resale,Strata,40.0,"21,750",-,Condominium,1,Freehold,4,Rest of Central Region,01 to 05,4,2021,Private-Condominium-Freehold
EDELWEISS PARK CONDOMINIUM,"1,290,000","1,280.92","1,007",Sep-24,FLORA ROAD,Resale,Strata,119.0,"10,840",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10,17,1007,Private-Condominium-Freehold
EIGHT RIVERSUITES,"1,838,888",979.52,"1,877",Sep-24,WHAMPOA EAST,Resale,Strata,91.0,"20,208",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,26 to 30,12,1877,Private-Condominium-99 yrs lease commencing from 2011
THE INTERLACE,"2,120,000","1,259.39","1,683",Sep-24,DEPOT ROAD,Resale,Strata,117.0,"18,120",-,Condominium,1,99 yrs lease commencing from 2009,4,Rest of Central Region,11 to 15,4,1683,Private-Condominium-99 yrs lease commencing from 2009
RIS GRANDEUR,"1,885,000","1,539.25","1,225",Sep-24,ELIAS ROAD,Resale,Strata,143.0,"13,182",-,Condominium,1,Freehold,18,Outside Central Region,01 to 05,18,1225,Private-Condominium-Freehold
COMMONWEALTH TOWERS,"1,600,000",699.66,"2,287",Sep-24,COMMONWEALTH AVENUE,Resale,Strata,65.0,"24,615",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,16 to 20,3,2287,Private-Condominium-99 yrs lease commencing from 2013
NOVENA REGENCY,"2,680,888","1,571.54","1,706",Sep-24,THOMSON ROAD,Resale,Strata,146.0,"18,362",-,Apartment,1,Freehold,11,Core Central Region,01 to 05,11,1706,Private-Apartment-Freehold
SENNETT RESIDENCE,"1,480,000",818.06,"1,809",Sep-24,PHENG GECK AVENUE,Resale,Strata,76.0,"19,474",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,01 to 05,13,1809,Private-Condominium-99 yrs lease commencing from 2011
FORETT@BUKIT TIMAH,"1,830,000",764.24,"2,395",Sep-24,TOH TUCK ROAD,Sub Sale,Strata,71.0,"25,775",-,Apartment,1,Freehold,21,Rest of Central Region,06 to 10,21,2395,Private-Apartment-Freehold
THE BAYSHORE,"1,408,800","1,011.82","1,392",Sep-24,BAYSHORE ROAD,Resale,Strata,94.0,"14,987",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,26 to 30,16,1392,Private-Condominium-99 yrs lease commencing from 1993
THE LAURELS,"1,533,000",548.96,"2,793",Sep-24,CAIRNHILL ROAD,Resale,Strata,51.0,"30,059",-,Condominium,1,Freehold,9,Core Central Region,06 to 10,9,2793,Private-Condominium-Freehold
HERTFORD COLLECTION,"845,000",559.73,"1,510",Sep-24,HERTFORD ROAD,Resale,Strata,52.0,"16,250",-,Apartment,1,Freehold,8,Rest of Central Region,01 to 05,8,1510,Private-Apartment-Freehold
R66 APARTMENTS,"825,000",581.26,"1,419",Sep-24,RANGOON ROAD,Resale,Strata,54.0,"15,278",-,Apartment,1,Freehold,8,Rest of Central Region,01 to 05,8,1419,Private-Apartment-Freehold
MIDWOOD,"860,000",484.38,"1,775",Sep-24,HILLVIEW RISE,Resale,Strata,45.0,"19,111",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,11 to 15,23,1775,Private-Condominium-99 yrs lease commencing from 2018
ECHELON,"880,000",452.09,"1,947",Sep-24,ALEXANDRA VIEW,Resale,Strata,42.0,"20,952",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,01 to 05,3,1947,Private-Condominium-99 yrs lease commencing from 2012
PALMERA EAST,"715,000",430.56,"1,661",Sep-24,LORONG MELAYU,Resale,Strata,40.0,"17,875",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05,14,1661,Private-Apartment-Freehold
THE SCOTTS TOWER,"1,300,000",667.37,"1,948",Sep-24,SCOTTS ROAD,Resale,Strata,62.0,"20,968",-,Condominium,1,103 yrs lease commencing from 2010,9,Core Central Region,06 to 10,9,1948,Private-Condominium-103 yrs lease commencing from 2010
AMBER 45,"1,650,000",613.55,"2,689",Sep-24,AMBER ROAD,Resale,Strata,57.0,"28,947",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10,15,2689,Private-Apartment-Freehold
KALLANG RIVERSIDE,"2,580,000","1,001.05","2,577",Sep-24,KAMPONG BUGIS,Resale,Strata,93.0,"27,742",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10,12,2577,Private-Apartment-Freehold
DORMER PARK,"2,550,000","1,270.15","2,008",Sep-24,JERVOIS ROAD,Resale,Strata,118.0,"21,610",-,Condominium,1,Freehold,10,Core Central Region,01 to 05,10,2008,Private-Condominium-Freehold
BARTLEY RESIDENCES,"1,541,500",871.88,"1,768",Sep-24,LORONG HOW SUN,Resale,Strata,81.0,"19,031",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10,19,1768,Private-Apartment-99 yrs lease commencing from 2011
NOVA 48,"1,900,000","1,097.93","1,731",Sep-24,PROME ROAD,Resale,Strata,102.0,"18,627",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05,12,1731,Private-Apartment-Freehold
NEWTON ONE,"4,608,000","1,915.99","2,405",Sep-24,NEWTON ROAD,Resale,Strata,178.0,"25,888",-,Condominium,1,Freehold,11,Core Central Region,26 to 30,11,2405,Private-Condominium-Freehold
NORTH PARK RESIDENCES,"818,900",430.56,"1,902",Sep-24,YISHUN CENTRAL 1,Resale,Strata,40.0,"20,473",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05,27,1902,Private-Apartment-99 yrs lease commencing from 2015
RV EDGE,"875,000",376.74,"2,323",Sep-24,SHANGHAI ROAD,Resale,Strata,35.0,"25,000",-,Apartment,1,Freehold,10,Core Central Region,01 to 05,10,2323,Private-Apartment-Freehold
THE METROPOLITAN CONDOMINIUM,"1,888,000","1,033.34","1,827",Sep-24,ALEXANDRA VIEW,Resale,Strata,96.0,"19,667",-,Condominium,1,99 yrs lease commencing from 2006,3,Rest of Central Region,26 to 30,3,1827,Private-Condominium-99 yrs lease commencing from 2006
COSTA RHU,"3,140,000","2,055.92","1,527",Sep-24,RHU CROSS,Resale,Strata,191.0,"16,440",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05,15,1527,Private-Condominium-99 yrs lease commencing from 1994
THE LAURELS,"1,610,000",667.37,"2,412",Sep-24,CAIRNHILL ROAD,Resale,Strata,62.0,"25,968",-,Condominium,1,Freehold,9,Core Central Region,01 to 05,9,2412,Private-Condominium-Freehold
SOUTHBANK,"1,735,000",958,"1,811",Sep-24,NORTH BRIDGE ROAD,Resale,Strata,89.0,"19,494",-,Apartment,1,99 yrs lease commencing from 2006,7,Rest of Central Region,11 to 15,7,1811,Private-Apartment-99 yrs lease commencing from 2006
THE CLEMENT CANOPY,"1,930,000",990.29,"1,949",Sep-24,CLEMENTI AVENUE 1,Resale,Strata,92.0,"20,978",-,Apartment,1,99 yrs lease commencing from 2016,5,Outside Central Region,21 to 25,5,1949,Private-Apartment-99 yrs lease commencing from 2016
PALM SPRING,"2,190,000",947.23,"2,312",Sep-24,EWE BOON ROAD,Resale,Strata,88.0,"24,886",-,Condominium,1,Freehold,10,Core Central Region,01 to 05,10,2312,Private-Condominium-Freehold
CUSCADEN RESERVE,"2,950,000",936.47,"3,150",Sep-24,CUSCADEN ROAD,Resale,Strata,87.0,"33,908",-,Condominium,1,99 yrs lease commencing from 2018,10,Core Central Region,16 to 20,10,3150,Private-Condominium-99 yrs lease commencing from 2018
AMBER PARK,"6,500,000","2,335.79","2,783",Sep-24,AMBER GARDENS,Resale,Strata,217.0,"29,954",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15,15,2783,Private-Condominium-Freehold
ECO,"1,630,000","1,291.68","1,262",Sep-24,BEDOK SOUTH AVENUE 3,Resale,Strata,120.0,"13,583",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05,16,1262,Private-Condominium-99 yrs lease commencing from 2012
MIDTOWN RESIDENCES,"1,070,000",699.66,"1,529",Sep-24,UPPER SERANGOON ROAD,Resale,Strata,65.0,"16,462",-,Apartment,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10,19,1529,Private-Apartment-99 yrs lease commencing from 2013
A TREASURE TROVE,"2,032,888","1,334.74","1,523",Sep-24,PUNGGOL WALK,Resale,Strata,124.0,"16,394",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10,19,1523,Private-Condominium-99 yrs lease commencing from 2011
PRINCIPAL GARDEN,"1,850,000",807.3,"2,292",Sep-24,PRINCE CHARLES CRESCENT,Resale,Strata,75.0,"24,667",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,16 to 20,3,2292,Private-Condominium-99 yrs lease commencing from 2014
H2O RESIDENCES,"1,120,000",882.65,"1,269",Sep-24,FERNVALE LINK,Resale,Strata,82.0,"13,659",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,01 to 05,28,1269,Private-Condominium-99 yrs lease commencing from 2010
THE INFLORA,"958,000",742.72,"1,290",Sep-24,FLORA DRIVE,Resale,Strata,69.0,"13,884",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10,17,1290,Private-Condominium-99 yrs lease commencing from 2012
MELVILLE PARK,"873,888",958,912,Sep-24,SIMEI STREET 1,Resale,Strata,89.0,"9,819",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10,18,912,Private-Condominium-99 yrs lease commencing from 1992
THE REEF AT KING'S DOCK,"2,960,000","1,076.4","2,750",Sep-24,HARBOURFRONT AVENUE,New Sale,Strata,100.0,"29,600",-,Condominium,1,99 yrs lease commencing from 2021,4,Rest of Central Region,06 to 10,4,2750,Private-Condominium-99 yrs lease commencing from 2021
8 SAINT THOMAS,"3,625,000","1,302.44","2,783",Sep-24,ST. THOMAS WALK,Resale,Strata,121.0,"29,959",-,Condominium,1,Freehold,9,Core Central Region,06 to 10,9,2783,Private-Condominium-Freehold
ROCHELLE AT NEWTON,"2,600,000","1,356.26","1,917",Sep-24,KENG LEE ROAD,Resale,Strata,126.0,"20,635",-,Condominium,1,99 yrs lease commencing from 2008,11,Core Central Region,16 to 20,11,1917,Private-Condominium-99 yrs lease commencing from 2008
8@WOODLEIGH,"1,820,000",958,"1,900",Sep-24,WOODLEIGH CLOSE,Resale,Strata,89.0,"20,449",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,06 to 10,13,1900,Private-Condominium-99 yrs lease commencing from 2008
IRWELL HILL RESIDENCES,"2,080,000",667.37,"3,117",Sep-24,IRWELL HILL,Sub Sale,Strata,62.0,"33,548",-,Apartment,1,99 yrs lease commencing from 2020,9,Core Central Region,21 to 25,9,3117,Private-Apartment-99 yrs lease commencing from 2020
THE SAIL @ MARINA BAY,"1,270,000",667.37,"1,903",Sep-24,MARINA BOULEVARD,Resale,Strata,62.0,"20,484",-,Apartment,1,99 yrs lease commencing from 2002,1,Core Central Region,56 to 60,1,1903,Private-Apartment-99 yrs lease commencing from 2002
HIGH PARK RESIDENCES,"1,308,888",871.88,"1,501",Sep-24,FERNVALE ROAD,Resale,Strata,81.0,"16,159",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,16 to 20,28,1501,Private-Apartment-99 yrs lease commencing from 2014
THE GARDENS AT BISHAN,"1,560,000",882.65,"1,767",Sep-24,SIN MING WALK,Resale,Strata,82.0,"19,024",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,16 to 20,20,1767,Private-Condominium-99 yrs lease commencing from 1997
ASTORIA PARK,"1,240,000",958,"1,294",Sep-24,LORONG MYDIN,Resale,Strata,89.0,"13,933",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,11 to 15,14,1294,Private-Condominium-99 yrs lease commencing from 1993
THE WINDSOR,"2,898,888","1,797.59","1,613",Sep-24,ONTARIO AVENUE,Resale,Strata,167.0,"17,359",-,Condominium,1,Freehold,20,Rest of Central Region,01 to 05,20,1613,Private-Condominium-Freehold
NORMANTON PARK,"1,822,500",828.83,"2,199",Sep-24,NORMANTON PARK,Sub Sale,Strata,77.0,"23,669",-,Apartment,1,99 yrs lease commencing from 2019,5,Rest of Central Region,21 to 25,5,2199,Private-Apartment-99 yrs lease commencing from 2019
THE GARDEN RESIDENCES,"1,900,000","1,001.05","1,898",Sep-24,SERANGOON NORTH VIEW,Resale,Strata,93.0,"20,430",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05,19,1898,Private-Apartment-99 yrs lease commencing from 2017
ROSEWOOD,"1,280,000","1,173.28","1,091",Sep-24,ROSEWOOD DRIVE,Resale,Strata,109.0,"11,743",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,16 to 20,25,1091,Private-Condominium-99 yrs lease commencing from 2000
CASPIAN,"1,850,000","1,194.8","1,548",Sep-24,LAKESIDE DRIVE,Resale,Strata,111.0,"16,667",-,Condominium,1,99 yrs lease commencing from 2008,22,Outside Central Region,11 to 15,22,1548,Private-Condominium-99 yrs lease commencing from 2008
PARC OASIS,"1,588,000","1,227.1","1,294",Sep-24,JURONG EAST AVENUE 1,Resale,Strata,114.0,"13,930",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,06 to 10,22,1294,Private-Condominium-99 yrs lease commencing from 1991
THE CONTINUUM,"2,832,000","1,065.64","2,658",Sep-24,THIAM SIEW AVENUE,New Sale,Strata,99.0,"28,606",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,15,2658,Private-Apartment-Freehold
WATERFRONT ISLE,"2,000,000","1,270.15","1,575",Sep-24,BEDOK RESERVOIR ROAD,Resale,Strata,118.0,"16,949",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,01 to 05,16,1575,Private-Condominium-99 yrs lease commencing from 2009
WATERFRONT WAVES,"2,450,000","1,571.54","1,559",Sep-24,BEDOK RESERVOIR ROAD,Resale,Strata,146.0,"16,781",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,01 to 05,16,1559,Private-Condominium-99 yrs lease commencing from 2007
NEPTUNE COURT,"1,150,000","1,270.15",905,Sep-24,MARINE VISTA,Resale,Strata,118.0,"9,746",-,Apartment,1,99 yrs lease commencing from 1976,15,Outside Central Region,06 to 10,15,905,Private-Apartment-99 yrs lease commencing from 1976
THE CONTINUUM,"3,227,000","1,087.16","2,968",Sep-24,THIAM SIEW AVENUE,New Sale,Strata,101.0,"31,950",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15,15,2968,Private-Apartment-Freehold
CAIRNHILL NINE,"1,890,000",731.95,"2,582",Sep-24,CAIRNHILL ROAD,Resale,Strata,68.0,"27,794",-,Apartment,1,99 yrs lease commencing from 2014,9,Core Central Region,21 to 25,9,2582,Private-Apartment-99 yrs lease commencing from 2014
TEMBUSU GRAND,"1,983,000",742.72,"2,670",Sep-24,JALAN TEMBUSU,New Sale,Strata,69.0,"28,739",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,15,2670,Private-Condominium-99 yrs lease commencing from 2022
DUNMAN VIEW,"1,950,000","1,323.97","1,473",Sep-24,HAIG ROAD,Resale,Strata,123.0,"15,854",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10,15,1473,Private-Condominium-99 yrs lease commencing from 1997
PEBBLE BAY,"3,450,000","1,894.46","1,821",Sep-24,TANJONG RHU ROAD,Resale,Strata,176.0,"19,602",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10,15,1821,Private-Condominium-99 yrs lease commencing from 1994
VILLA MARINA,"2,580,000","2,023.63","1,275",Sep-24,JALAN SEMPADAN,Resale,Strata,188.0,"13,723",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05,15,1275,Private-Condominium-99 yrs lease commencing from 1995
BOTANIQUE AT BARTLEY,"888,000",495.14,"1,793",Sep-24,UPPER PAYA LEBAR ROAD,Resale,Strata,46.0,"19,304",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15,19,1793,Private-Condominium-99 yrs lease commencing from 2014
