Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SERANGOON GARDEN ESTATE,"8,200,000","4,203.34","1,951",Apr-26,FARLEIGH AVENUE,Resale,Land,390.5,"20,999",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,300,888","4,201.19","1,262",Apr-26,LORONG TANGGAM,Resale,Land,390.3,"13,582",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
OPERA ESTATE,"6,950,888","2,895.52","2,401",Apr-26,AIDA STREET,Resale,Land,269,"25,840",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
SENNETT ESTATE,"3,350,000","1,500.5","2,233",Apr-26,KEE CHOE AVENUE,Resale,Land,139.4,"24,032",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,680,000","2,314.26","2,454",Apr-26,SENNETT LANE,Resale,Land,215,"26,419",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
FRANKEL ESTATE,"9,100,000","4,300.22","2,116",Apr-26,JEDBURGH GARDENS,Resale,Land,399.5,"22,778",-,Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"8,950,000","2,616.73","3,420",Apr-26,GOLDHILL AVENUE,Resale,Land,243.1,"36,816",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"3,800,000","2,290.58","1,659",Apr-26,JALAN TANJONG,Resale,Land,212.8,"17,857",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,300,000","2,385.3","1,383",Apr-26,KEW HEIGHTS,Resale,Land,221.6,"14,892",-,Semi-Detached House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,880,000","1,749.15","3,362",Apr-26,HILLSIDE DRIVE,Resale,Land,162.5,"36,185",-,Terrace House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,000,000","1,413.31","3,538",Apr-26,TEMBELING ROAD,Resale,Land,131.3,"38,081",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,250,000","2,175.4","2,413",Apr-26,CARPMAEL ROAD,Resale,Land,202.1,"25,977",-,Terrace House,1,Freehold,15,Rest of Central Region,-
